Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry,CapCategory,InvestmentRecommendation,AssetAllocation
HPP^C,Hudson Pacific,$13.25,-0.09,-0.675%,,United States,,26108,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
HPQ,HP ,$32.35,-0.44,-1.342%,30337756760.0,United States,,7972863,Technology,Computer Manufacturing,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
HPS,John Hancock,$14.79,0.07,0.476%,0.0,United States,2003.0,46189,Finance,Investment Managers,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HQH,abrdn Healthcare,$16.85,0.0,0.00%,797741783.0,United States,1987.0,171495,Finance,Finance Companies,Small-cap,"High Risk, High Potential Return",Equity – Agg
HQI,HireQuest ,$12.61,-0.57,-4.325%,176540000.0,United States,,8218,Consumer Discretionary,Professional Services,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HQL,abrdn Life,$13.53,0.04,0.297%,347445475.0,United States,1992.0,97262,Finance,Investment Managers,Small-cap,"High Risk, High Potential Return",Equity – Agg
HQY,HealthEquity ,$100.09,-0.57,-0.566%,8674065940.0,United States,2014.0,654015,Consumer Discretionary,Business Services,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
HR,Healthcare Realty,$16.48,0.27,1.666%,5840317800.0,United States,,1567461,Real Estate,Real Estate Investment Trusts,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
HRB,H&R Block,$55.45,-0.04,-0.072%,7599215228.0,United States,,940181,Consumer Discretionary,Other Consumer Services,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
HRI,Herc Holdings,$203.23,2.26,1.125%,5772665435.0,United States,2016.0,222361,Industrials,Misc Corporate Leasing Services,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
HRL,Hormel Foods,$29.89,0.29,0.98%,16409996239.0,United States,,2894796,Consumer Staples,Meat/Poultry/Fish,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
HRMY,Harmony Biosciences,$38.54,1.61,4.36%,2197986186.0,United States,2020.0,1064596,Health Care,Biotechnology: Pharmaceutical Preparations,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
HROW,Harrow ,$33.46,-1.94,-5.48%,1191668464.0,United States,,246488,Health Care,Biotechnology: Pharmaceutical Preparations,Small-cap,"High Risk, High Potential Return",Equity – Agg
HROWL,Harrow ,$25.23,0.13,0.518%,898559335.0,United States,,2900,Health Care,Biotechnology: Pharmaceutical Preparations,Small-cap,"High Risk, High Potential Return",Equity – Agg
HROWM,Harrow ,$26.5195,0.0194,0.073%,944484514.0,United States,,1495,Health Care,Biotechnology: Pharmaceutical Preparations,Small-cap,"High Risk, High Potential Return",Equity – Agg
HRTG,Heritage Insurance,$11.24,0.04,0.357%,344890386.0,United States,2014.0,130627,Finance,Property-Casualty Insurers,Small-cap,"High Risk, High Potential Return",Equity – Agg
HRTX,Heron Therapeutics,$1.57,0.05,3.289%,238789012.0,United States,,1484145,Health Care,Biotechnology: Pharmaceutical Preparations,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HRZN,Horizon Technology,$9.19,0.06,0.657%,349793245.0,United States,2010.0,515951,Finance,Finance: Consumer Services,Small-cap,"High Risk, High Potential Return",Equity – Agg
HSAI,Hesai Group,$14.89,-0.23,-1.521%,1891454201.0,China,2023.0,965989,Industrials,Industrial Machinery/Components,Small-cap,"High Risk, High Potential Return",Equity – Agg
HSBC,HSBC Holdings,$50.81,0.77,1.539%,182381620611.0,United Kingdom,,1734588,Finance,Savings Institutions,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
HSCS,HeartSciences ,$3.325,-0.025,-0.746%,3259567.0,United States,2022.0,9089,Health Care,Industrial Specialties,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HSCSW,HeartSciences ,$0.0446,-0.0054,-10.80%,43722.0,United States,2022.0,900,Health Care,Industrial Specialties,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HSDT,Helius Medical,$0.803,-0.047,-5.529%,2993722.0,United States,,1196533,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HSHP,Himalaya Shipping,$5.00,-0.19,-3.661%,219500000.0,,2023.0,151988,Consumer Discretionary,Marine Transportation,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HSIC,Henry Schein,$71.75,0.6,0.843%,8945882845.0,United States,1995.0,990199,Health Care,Medical Specialities,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
HSII,Heidrick &,$45.99,-0.09,-0.195%,761949535.0,United States,1999.0,85400,Consumer Discretionary,Diversified Commercial Services,Small-cap,"High Risk, High Potential Return",Equity – Agg
HSON,Hudson Global,$13.13,0.37,2.90%,35860459.0,United States,,1684,Consumer Discretionary,Professional Services,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HSPO,Horizon Space,$11.42,0.0,0.00%,0.0,United States,2023.0,49,Finance,Blank Checks,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HSPOW,Horizon Space,$0.0114,0.0006,5.556%,0.0,United States,2023.0,3314,Finance,Blank Checks,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HSPTU,Horizon Space,$10.06,0.0077,0.077%,0.0,United States,2024.0,156,,,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HST,Host Hotels,$17.07,-0.25,-1.443%,11932429707.0,United States,,4135815,Real Estate,Real Estate Investment Trusts,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
HSTM,HealthStream ,$31.93,0.17,0.535%,971147214.0,United States,2000.0,88205,Technology,Computer Software: Programming Data Processing,Small-cap,"High Risk, High Potential Return",Equity – Agg
HSY,The Hershey,$154.02,2.27,1.496%,31166678903.0,United States,,1973257,Consumer Staples,Specialty Foods,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
HTBI,HomeTrust Bancshares,$33.50,-0.06,-0.179%,587252387.0,United States,2012.0,28779,Finance,Savings Institutions,Small-cap,"High Risk, High Potential Return",Equity – Agg
HTBK,Heritage Commerce,$9.22,0.05,0.545%,565217035.0,United States,,365738,Finance,Major Banks,Small-cap,"High Risk, High Potential Return",Equity – Agg
HTCO,Caravelle International,$4.01,-0.06,-1.474%,224919212.0,Singapore,,45259,Consumer Discretionary,Marine Transportation,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HTCR,Heartcore Enterprises,$1.70,0.06,3.659%,148292112.0,Japan,2022.0,186257,Technology,EDP Services,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HTD,John Hancock,$22.41,0.17,0.764%,0.0,United States,2004.0,46410,Finance,Finance Companies,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HTFC,Horizon Technology,$24.20,0.05,0.207%,921109523.0,United States,2022.0,2413,Finance,Finance: Consumer Services,Small-cap,"High Risk, High Potential Return",Equity – Agg
HTGC,Hercules Capital,$20.67,0.43,2.125%,3357835506.0,United States,2012.0,931439,Finance,Investment Managers,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
HTH,Hilltop Holdings,$28.62,-0.09,-0.313%,1859205056.0,United States,,268555,Finance,Major Banks,Small-cap,"High Risk, High Potential Return",Equity – Agg
HTHT,H World,$30.82,-0.75,-2.376%,9736180851.0,China,2010.0,1484557,Consumer Discretionary,Hotels/Resorts,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
HTLD,Heartland Express,$11.47,0.31,2.778%,900357837.0,United States,1986.0,306393,Industrials,Trucking Freight/Courier Services,Small-cap,"High Risk, High Potential Return",Equity – Agg
HTLF,Heartland Financial,$64.59,-1.06,-1.615%,2769974316.0,United States,,313850,Finance,Major Banks,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
HTLFP,Heartland Financial,$25.1718,0.0118,0.047%,1079505179.0,United States,,10052,Finance,Major Banks,Small-cap,"High Risk, High Potential Return",Equity – Agg
HTLM,HomesToLife Ltd,$8.24,0.24,3.00%,119480000.0,Singapore,2024.0,16543,Consumer Discretionary,Other Specialty Stores,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HTOO,Fusion Fuel,$0.5433,0.0161,3.054%,9438190.0,Ireland,,276559,Energy,Industrial Machinery/Components,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HTOOW,Fusion Fuel,$0.0266,-0.0082,-23.563%,462094.0,Ireland,,30830,Energy,Industrial Machinery/Components,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HTZ,Hertz Global,$4.03,0.02,0.499%,1235959447.0,United States,,2698832,Consumer Discretionary,Rental/Leasing Companies,Small-cap,"High Risk, High Potential Return",Equity – Agg
HTZWW,Hertz Global,$2.34,0.04,1.739%,717653872.0,United States,,93619,Consumer Discretionary,Rental/Leasing Companies,Small-cap,"High Risk, High Potential Return",Equity – Agg
HUBB,Hubbell Inc,$433.92,4.99,1.163%,23288724622.0,United States,2015.0,445291,Technology,Electrical Products,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
HUBC,Hub Cyber,$0.6566,-0.0324,-4.702%,19999863.0,Israel,,5244893,Telecommunications,Computer Communications Equipment,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HUBCW,Hub Cyber,$0.0354,-0.0045,-11.278%,1078275.0,Israel,,117913,Telecommunications,Computer Communications Equipment,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HUBCZ,Hub Cyber,$0.0298,-0.0002,-0.667%,907700.0,Israel,,140443,Telecommunications,Computer Communications Equipment,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HUBG,Hub Group,$46.48,0.59,1.286%,2852133834.0,United States,1996.0,943197,Consumer Discretionary,Oil Refining/Marketing,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
HUBS,HubSpot ,$717.33,8.19,1.155%,37031134033.0,United States,2014.0,321725,Technology,Computer Software: Prepackaged Software,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
HUDI,Huadi International,$1.71,0.06,3.636%,24383201.0,China,2021.0,3599,Industrials,Steel/Iron Ore,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HUHU,HUHUTECH International,$4.52,-0.17,-3.625%,96050000.0,China,2024.0,75818,Telecommunications,Metal Fabrications,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HUIZ,Huize Holding,$3.05,0.07,2.349%,30334062.0,China,2020.0,5480,Finance,Specialty Insurers,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HUM,Humana ,$275.80,-3.69,-1.32%,33209448399.0,United States,,1600230,Health Care,Medical Specialities,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
HUMA,Humacyte ,$4.48,-0.1,-2.183%,563850542.0,United States,2020.0,1924718,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Small-cap,"High Risk, High Potential Return",Equity – Agg
HUMAW,Humacyte ,$1.7499,0.0099,0.569%,220241532.0,United States,2020.0,954,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HUN,Huntsman Corporation,$17.41,0.02,0.115%,3011794568.0,United States,2005.0,2412673,Industrials,Major Chemicals,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
HURA,TuHURA Biosciences,$4.73,-0.05,-1.046%,200005799.0,United States,,127524,Health Care,Biotechnology: Pharmaceutical Preparations,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HURC,Hurco Companies,$18.19,0.31,1.734%,117259088.0,United States,,21866,Industrials,Industrial Machinery/Components,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HURN,Huron Consulting,$127.55,0.16,0.126%,2262853453.0,United States,2004.0,51655,Consumer Discretionary,Professional Services,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
HUSA,Houston American,$1.72,-0.1,-5.495%,22508837.0,United States,,340581,Energy,Oil & Gas Production,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HUT,Hut 8,$26.59,0.33,1.257%,2488321236.0,United States,,4967896,Finance,Finance: Consumer Services,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
HUYA,HUYA ,$3.22,0.19,6.271%,750528448.0,United States,2018.0,6639890,Technology,Computer Software: Programming Data Processing,Small-cap,"High Risk, High Potential Return",Equity – Agg
HVT,Haverty Furniture,$22.44,0.07,0.313%,368196283.0,United States,,94673,Consumer Discretionary,Other Specialty Stores,Small-cap,"High Risk, High Potential Return",Equity – Agg
HVT/A,Haverty Furniture,$22.2897,0.0,0.00%,,United States,,20,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
HWBK,Hawthorn Bancshares,$29.21,0.71,2.491%,204082179.0,United States,,2381,Finance,Major Banks,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HWC,Hancock Whitney,$58.46,-1.0,-1.682%,5031088178.0,United States,,646136,Finance,Major Banks,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
HWCPZ,Hancock Whitney,$23.65,0.07,0.297%,2035327325.0,United States,,11728,Finance,Major Banks,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
HWH,HWH International,$0.3851,-0.0053,-1.358%,8571493.0,United States,2022.0,269647,Health Care,Other Pharmaceuticals,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HWKN,Hawkins ,$111.96,1.4,1.266%,2341167010.0,United States,,158611,Consumer Discretionary,Specialty Chemicals,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
HWM,Howmet Aerospace,$122.98,1.12,0.919%,49961934614.0,United States,,2893048,Industrials,Metal Fabrications,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
HWM^,Howmet Aerospace,$61.25,0.3023,0.496%,,United States,,915,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
HXL,Hexcel Corporation,$66.82,-0.56,-0.831%,5412562193.0,United States,,1115315,Industrials,Major Chemicals,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
HY,Hyster-Yale ,$53.70,1.03,1.956%,940190286.0,United States,,124559,Industrials,Construction/Ag Equipment/Trucks,Small-cap,"High Risk, High Potential Return",Equity – Agg
HYAC,Haymaker Acquisition,$10.80,0.0,0.00%,0.0,,2023.0,2884,,,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HYB,New America,$8.25,0.0,0.00%,0.0,United States,1988.0,47145,Finance,Investment Managers,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HYFM,Hydrofarm Holdings,$0.5882,-0.0001,-0.017%,27142146.0,United States,2020.0,44648,Consumer Discretionary,Consumer Specialties,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HYI,Western Asset,$11.97,-0.04,-0.333%,0.0,,2010.0,27541,Finance,Investment Managers,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HYLN,Hyliion Holdings,$2.33,-0.06,-2.51%,404801234.0,United States,2019.0,723399,Consumer Discretionary,Construction/Ag Equipment/Trucks,Small-cap,"High Risk, High Potential Return",Equity – Agg
HYMC,Hycroft Mining,$2.14,0.08,3.883%,52972899.0,United States,2018.0,167226,Basic Materials,Precious Metals,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HYMCL,Hycroft Mining,$0.0162,-0.0002,-1.22%,401010.0,United States,,22648,Basic Materials,Precious Metals,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HYMCW,Hycroft Mining,$0.0111,0.0007,6.731%,274766.0,United States,2018.0,134297,Basic Materials,Precious Metals,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HYPR,Hyperfine ,$0.9714,0.0091,0.946%,70862412.0,United States,2021.0,26075,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HYT,Blackrock Corporate,$9.74,-0.06,-0.612%,0.0,United States,2003.0,562860,Finance,Finance Companies,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HYZN,Hyzon Motors,$0.8916,0.0013,0.146%,6768839.0,United States,2020.0,165860,Energy,Industrial Machinery/Components,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HYZNW,Hyzon Motors,$0.0059,-0.0001,-1.667%,44792.0,United States,2020.0,1389,Energy,Industrial Machinery/Components,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
HZO,MarineMax ,$27.59,-0.16,-0.577%,623384048.0,United States,1998.0,179177,Consumer Discretionary,Auto & Home Supply Stores,Small-cap,"High Risk, High Potential Return",Equity – Agg
IAC,IAC ,$42.85,0.25,0.587%,3696608310.0,United States,,793853,Technology,Computer Software: Programming Data Processing,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
IAE,Voya Asia,$6.08,0.0,0.00%,0.0,United States,2007.0,47853,Finance,Trusts Except Educational Religious and Charitable,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
IAF,abrdn Australia,$4.365,-0.005,-0.114%,0.0,United States,1985.0,47574,Finance,Finance/Investors Services,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
IAG,Iamgold Corporation,$5.45,0.11,2.06%,3108135000.0,Canada,,10048216,Basic Materials,Precious Metals,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
IART,Integra LifeSciences,$23.24,0.82,3.657%,1793280298.0,United States,,766999,Health Care,Medical/Dental Instruments,Small-cap,"High Risk, High Potential Return",Equity – Agg
IAS,Integral Ad,$9.91,-0.01,-0.101%,1612064130.0,United States,2021.0,360107,Technology,Computer Software: Programming Data Processing,Small-cap,"High Risk, High Potential Return",Equity – Agg
IAUX,i-80 Gold,$0.6104,0.0025,0.411%,234940961.0,Canada,2022.0,3130918,Basic Materials,Precious Metals,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
IBAC,IB Acquisition,$10.18,0.005,0.049%,0.0,United States,2024.0,4492,,,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
IBACR,IB Acquisition,$0.0601,-0.0022,-3.531%,0.0,United States,2024.0,5896,,,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
IBCP,Independent Bank,$34.87,-0.03,-0.086%,728576500.0,United States,,100804,Finance,Major Banks,Small-cap,"High Risk, High Potential Return",Equity – Agg
IBEX,IBEX Limited,$22.28,0.12,0.542%,373519922.0,Bermuda,2020.0,79378,Technology,EDP Services,Small-cap,"High Risk, High Potential Return",Equity – Agg
IBG,Innovation Beverage,$0.98,0.025,2.618%,8173842.0,Australia,2024.0,41405,Consumer Staples,Beverages (Production/Distribution),Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
IBIO,iBio ,$2.84,-0.01,-0.351%,25984495.0,United States,,131011,Health Care,Biotechnology: Pharmaceutical Preparations,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
IBKR,Interactive Brokers,$188.16,2.31,1.243%,20486687505.0,United States,2019.0,1036944,Finance,Investment Bankers/Brokers/Service,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
IBM,International Business,$222.66,2.63,1.195%,205881489544.0,United States,,3327626,Technology,Computer Manufacturing,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
IBN,ICICI Bank,$28.80,0.12,0.418%,101321112902.0,India,,2884767,Finance,Commercial Banks,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
IBO,Impact BioMedical,$1.61,-0.02,-1.227%,18521368.0,,2024.0,5560,Health Care,Biotechnology: Pharmaceutical Preparations,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
IBOC,International Bancshares,$65.53,-0.75,-1.132%,4076150139.0,United States,,186689,Finance,Major Banks,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
IBP,Installed Building,$199.04,4.58,2.355%,5601330337.0,United States,2014.0,357532,Consumer Discretionary,Homebuilding,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
IBRX,ImmunityBio ,$3.04,0.65,27.197%,2118367140.0,United States,2015.0,19716977,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
IBTA,Ibotta ,$73.25,1.28,1.779%,2243472433.0,United States,2024.0,265333,Consumer Discretionary,Advertising,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
ICAD,iCAD ,$1.90,0.02,1.064%,50426057.0,United States,,74580,Health Care,Medical/Dental Instruments,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
ICCC,ImmuCell Corporation,$5.23,-0.06,-1.134%,46607610.0,United States,1987.0,26958,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
ICCH,ICC Holdings,$23.30,0.01,0.043%,73128914.0,United States,2017.0,1132,Finance,Property-Casualty Insurers,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
ICCM,IceCure Medical,$1.22,-0.01,-0.813%,60414400.0,Israel,,169396,Health Care,Medical/Dental Instruments,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
ICCT,iCoreConnect ,$2.60,0.22,9.244%,3496938.0,United States,,106403,Technology,Computer Software: Prepackaged Software,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
ICE,Intercontinental Exchange,$150.23,1.99,1.342%,86258535144.0,United States,2005.0,2823368,Finance,Investment Bankers/Brokers/Service,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
ICFI,ICF International,$129.30,0.15,0.116%,2426018403.0,United States,2006.0,233863,Consumer Discretionary,Professional Services,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
ICG,Intchains Group,$4.09,-0.11,-2.619%,245146485.0,China,2023.0,46936,Technology,Semiconductors,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
ICHR,Ichor Holdings,$31.95,1.33,4.344%,1076326712.0,United States,2016.0,216832,Technology,Semiconductors,Small-cap,"High Risk, High Potential Return",Equity – Agg
ICL,ICL Group,$5.71,-0.02,-0.349%,7503084669.0,Israel,2014.0,460277,Industrials,Agricultural Chemicals,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
ICLK,iClick Interactive,$8.3161,-0.4739,-5.391%,84337021.0,Hong Kong,2017.0,70531,Technology,Computer Software: Prepackaged Software,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
ICLR,ICON plc,$202.47,3.0,1.504%,16702780062.0,Ireland,1998.0,1455319,Health Care,Biotechnology: Commercial Physical & Biological Resarch,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
ICMB,Investcorp Credit,$3.06,0.01,0.328%,44083107.0,United States,2014.0,18274,Finance,Finance: Consumer Services,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
ICON,Icon Energy,$2.1134,0.0334,1.606%,3465976.0,Greece,2024.0,11912,Consumer Discretionary,Marine Transportation,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
ICR^A,InPoint Commercial,$19.52,0.12,0.619%,,,,2623,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
ICU,SeaStar Medical,$1.71,-0.1,-5.525%,7631983.0,United States,2021.0,212762,Health Care,Medical/Dental Instruments,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
ICUCW,SeaStar Medical,$0.0299,0.0039,15.00%,133448.0,United States,2021.0,18812,Health Care,Medical/Dental Instruments,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
ICUI,ICU Medical,$166.07,-0.55,-0.33%,4066102055.0,United States,1992.0,215349,Health Care,Medical/Dental Instruments,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
IDA,IDACORP ,$110.18,2.73,2.541%,5869268107.0,United States,,275164,Utilities,Electric Utilities: Central,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
IDAI,T Stamp,$4.41,-0.08,-1.782%,7417673.0,United States,,90042,Technology,Computer Software: Prepackaged Software,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
IDCC,InterDigital ,$171.68,-3.98,-2.266%,4351012253.0,United States,,691807,Miscellaneous,Multi-Sector Companies,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
IDE,Voya Infrastructure,$10.40,0.14,1.365%,0.0,United States,2010.0,129053,Finance,Finance/Investors Services,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
IDN,Intellicheck ,$2.67,-0.04,-1.476%,52765370.0,United States,1999.0,63854,Technology,Computer Software: Prepackaged Software,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
IDR,Idaho Strategic,$10.65,-0.14,-1.297%,145491130.0,,2022.0,87663,Basic Materials,Precious Metals,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
IDT,IDT Corporation,$47.53,-0.51,-1.062%,1200093763.0,United States,,74723,Telecommunications,Telecommunications Equipment,Small-cap,"High Risk, High Potential Return",Equity – Agg
IDXX,IDEXX Laboratories,$428.62,5.7,1.348%,35097404684.0,United States,1991.0,365631,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
IDYA,IDEAYA Biosciences,$22.72,-0.54,-2.322%,1963730473.0,United States,2019.0,565382,Health Care,Biotechnology: Pharmaceutical Preparations,Small-cap,"High Risk, High Potential Return",Equity – Agg
IE,Ivanhoe Electric,$6.89,0.07,1.026%,828911192.0,Canada,2022.0,542488,Basic Materials,Metal Mining,Small-cap,"High Risk, High Potential Return",Equity – Agg
IEP,Icahn Enterprises,$9.45,0.34,3.732%,4762832404.0,United States,,2466486,Consumer Discretionary,Auto Parts:O.E.M.,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
IESC,IES Holdings,$255.42,-0.15,-0.059%,5101163951.0,United States,,133924,Industrials,Engineering & Construction,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
IEX,IDEX Corporation,$217.27,2.74,1.277%,16452403129.0,United States,1989.0,400278,Industrials,Fluid Controls,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
IFBD,Infobird Co.,$2.095,-0.015,-0.711%,4162711.0,China,2021.0,14349,Technology,Computer Software: Prepackaged Software,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
IFF,International Flavors,$84.44,0.27,0.321%,21589815861.0,United States,,1238793,Industrials,Major Chemicals,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
IFN,India Fund,$16.04,-0.14,-0.865%,0.0,United States,,177035,Finance,Finance/Investors Services,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
IFRX,InflaRx N.V.,$2.55,0.03,1.19%,150152344.0,Germany,2017.0,162965,Health Care,Biotechnology: Pharmaceutical Preparations,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
IFS,Intercorp Financial,$29.13,-0.15,-0.512%,3334802691.0,,2019.0,111979,Finance,Commercial Banks,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
IGA,Voya Global,$9.435,0.045,0.479%,0.0,United States,2005.0,41694,Finance,Investment Managers,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
IGC,IGC Pharma,$0.3399,0.0069,2.072%,26325042.0,United States,,140051,Health Care,Biotechnology: Pharmaceutical Preparations,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
IGD,Voya Global,$5.45,0.03,0.554%,0.0,United States,2005.0,328483,Finance,Trusts Except Educational Religious and Charitable,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
